Date,Total Value
2021-10-04,7.426666666666667
2021-10-05,7.663888888888889
2021-10-06,7.292777777777777
2021-10-07,0.0008333333333333334
2021-10-08,6.224166666666667
2021-10-10,7.058333333333334
2021-10-11,8.483055555555556
2021-10-13,13.380555555555556
2021-10-15,5.141944444444444
2021-10-17,7.351666666666667
2021-10-19,6.240833333333334
2021-10-20,10.090277777777779
2021-10-21,9.696666666666667
2021-10-24,7.908888888888889
2021-10-25,7.161944444444444
2021-10-26,6.392222222222222
2021-10-27,7.635277777777778
2021-10-29,7.381944444444445
2021-10-31,7.633333333333334
2021-11-01,7.043055555555555
2021-11-02,7.44
2021-11-04,14.480833333333333
2021-11-08,7.041388888888889
2021-11-09,6.980833333333333
2021-11-10,5.741944444444444
2021-11-11,7.658055555555555
2021-11-12,5.525555555555556
2021-11-15,5.796111111111111
2021-11-16,7.0311111111111115
2021-11-17,3.126388888888889
2021-11-18,6.8838888888888885
2021-11-19,6.2908333333333335
2021-11-22,3.6119444444444446
2021-11-23,7.188611111111111
2021-11-25,6.009166666666666
2021-11-26,7.000277777777778
2021-11-29,6.9447222222222225
2021-11-30,7.0
2021-12-01,5.865277777777778
2021-12-02,6.1675
2021-12-03,6.66
2021-12-06,5.853611111111111
2021-12-07,6.676111111111111
2021-12-08,6.48
2021-12-09,3.4419444444444443
2021-12-10,6.031111111111111
2021-12-13,6.6883333333333335
2021-12-14,6.892777777777778
2021-12-15,7.0
2021-12-16,7.8275
2021-12-17,5.546388888888889
2021-12-22,6.965
2021-12-23,6.583888888888889
2021-12-24,5.845
2021-12-27,5.226944444444444
2021-12-28,5.514444444444445
2021-12-29,4.578888888888889
2021-12-30,4.279444444444445
2021-12-31,6.534722222222222
2022-01-03,5.086666666666667
2022-01-04,6.858888888888889
2022-01-05,5.830277777777778
2022-01-06,2.8525
2022-01-07,6.609444444444445
2022-01-10,7.0
2022-01-11,5.0311111111111115
2022-01-12,7.0
2022-01-13,3.062777777777778
2022-01-14,7.001388888888889
2022-01-17,3.3697222222222223
2022-01-18,5.1066666666666665
2022-01-19,6.403888888888889
2022-01-20,6.176111111111111
2022-01-21,6.804166666666666
2022-01-24,7.0
2022-01-25,5.634444444444444
2022-01-26,5.8438888888888885
2022-01-27,5.625555555555556
2022-01-28,5.967777777777778
2022-01-31,7.000277777777778
2022-02-01,6.498055555555555
2022-02-02,6.3438888888888885
2022-02-03,5.071666666666666
2022-02-04,4.281666666666666
2022-02-07,7.000555555555556
2022-02-08,5.1594444444444445
2022-02-09,6.293055555555555
2022-02-10,4.279722222222222
2022-02-11,5.979722222222222
2022-02-14,3.3761111111111113
2022-02-15,6.435833333333333
2022-02-16,7.0
2022-02-17,7.000555555555556
2022-02-18,5.6775
2022-02-21,7.000555555555556
2022-02-22,3.3444444444444446
2022-02-23,7.000555555555556
2022-02-24,3.878888888888889
2022-02-25,5.454444444444444
2022-02-28,6.135555555555555
2022-03-01,6.041111111111111
2022-03-02,7.000277777777778
2022-03-03,6.7972222222222225
2022-03-04,6.735833333333333
2022-03-07,7.000555555555556
2022-03-08,5.7316666666666665
2022-03-09,6.5808333333333335
2022-03-10,7.000555555555556
2022-03-11,6.565
2022-03-13,6.910555555555556
2022-03-14,6.004722222222222
2022-03-15,5.878055555555555
2022-03-17,10.971666666666668
2022-03-20,6.926388888888889
2022-03-21,8.583333333333334
2022-03-23,12.491388888888888
2022-03-24,5.896111111111111
2022-03-28,4.57
2022-03-29,5.549166666666666
2022-03-30,11.346944444444444
2022-03-31,6.398333333333333
2022-04-04,12.707222222222223
2022-04-05,7.0
2022-04-07,12.515555555555554
2022-04-11,3.2505555555555556
2022-04-12,5.626111111111111
2022-04-13,5.48
2022-04-14,3.776666666666667
2022-04-15,3.975277777777778
2022-04-17,7.0
2022-04-19,4.381666666666667
2022-04-20,10.961944444444445
2022-04-22,0.9202777777777778
2022-04-25,4.441666666666666
2022-04-26,4.328611111111111
2022-04-28,12.621111111111112
2022-05-01,6.335
2022-05-03,4.701944444444444
2022-05-04,12.238055555555555
2022-05-05,5.705277777777778
2022-05-09,4.827222222222222
2022-05-10,12.484444444444446
2022-05-12,5.4125
2022-05-13,4.902777777777778
2022-05-15,7.000555555555556
2022-05-17,12.008611111111112
2022-05-18,6.075833333333334
2022-05-20,5.945
2022-05-23,4.6658333333333335
2022-05-24,4.600555555555555
2022-05-25,5.796111111111111
2022-05-26,4.227222222222222
2022-05-27,5.160555555555556
2022-05-30,11.4375
2022-06-01,8.776111111111112
2022-06-02,8.592500000000001
2022-06-06,11.601944444444445
2022-06-07,6.745555555555556
2022-06-08,7.000277777777778
2022-06-10,5.208611111111111
2022-06-14,5.5183333333333335
2022-06-15,4.464722222222222
2022-06-16,3.973333333333333
2022-06-17,6.9944444444444445
2022-06-20,6.8597222222222225
2022-06-21,7.0
2022-06-22,5.878611111111111
2022-06-24,6.658611111111111
2022-06-27,5.571666666666666
2022-06-28,11.689166666666667
2022-06-29,6.3244444444444445
2022-06-30,6.765
2022-07-04,9.053055555555556
2022-07-05,7.0
2022-07-06,7.000277777777778
2022-07-07,7.000555555555556
2022-07-11,3.9008333333333334
2022-07-13,11.289722222222222
2022-07-15,5.57
2022-07-17,7.000555555555556
2022-07-18,0.043055555555555555
2022-07-19,9.455555555555556
2022-07-20,6.074722222222222
2022-07-22,5.958611111111111
2022-07-25,1.7802777777777778
2022-07-26,11.568333333333333
2022-07-27,6.572777777777778
2022-07-28,6.871944444444445
2022-08-01,9.898333333333333
2022-08-03,5.514166666666667
2022-08-04,3.1094444444444442
2022-08-07,6.366944444444444
2022-08-09,4.445
2022-08-10,11.355555555555556
2022-08-12,5.724444444444444
2022-08-15,5.445277777777778
2022-08-16,12.93138888888889
2022-08-18,12.3125
2022-08-22,11.971388888888889
2022-08-24,4.423333333333333
2022-08-25,5.817222222222222
2022-08-26,4.162222222222222
2022-08-29,5.583055555555555
2022-08-30,5.606944444444444
2022-08-31,12.120833333333334
2022-09-02,5.028888888888889
2022-09-05,3.1866666666666665
2022-09-06,5.482777777777778
2022-09-07,5.041666666666667
2022-09-08,4.399444444444445
2022-09-09,5.864722222222222
2022-09-11,6.441944444444444
2022-09-13,4.438888888888889
2022-09-14,5.582777777777777
2022-09-15,2.8183333333333334
2022-09-16,3.3383333333333334
2022-09-19,3.234166666666667
2022-09-20,5.083333333333333
2022-09-21,12.448611111111111
2022-09-22,6.234444444444445
2022-09-25,5.296666666666667
2022-09-26,7.200277777777778
2022-09-27,6.0713888888888885
2022-09-29,3.665277777777778
2022-09-30,4.836388888888889
2022-10-02,7.0
2022-10-04,10.561944444444444
2022-10-05,6.434722222222222
2022-10-07,3.526666666666667
2022-10-09,7.0
2022-10-10,7.0
2022-10-12,10.040833333333333
2022-10-14,4.948055555555555
2022-10-17,11.679722222222221
2022-10-18,6.278611111111111
2022-10-19,7.000555555555556
2022-10-20,7.000277777777778
2022-10-24,5.163611111111111
2022-10-25,3.7175
2022-10-26,12.214444444444444
2022-10-27,6.382777777777778
2022-10-31,4.2747222222222225
2022-11-01,5.396388888888889
2022-11-02,5.526388888888889
2022-11-03,11.470555555555556
2022-11-07,5.599444444444444
2022-11-08,6.598333333333334
2022-11-09,0.8733333333333333
2022-11-10,5.430833333333333
2022-11-11,4.932222222222222
2022-11-14,5.106111111111111
2022-11-15,4.737777777777778
2022-11-16,6.489166666666667
2022-11-17,6.239722222222222
2022-11-18,6.9925
2022-11-21,7.0
2022-11-22,6.334722222222222
2022-11-23,5.041388888888889
2022-11-24,3.445
2022-11-25,1.4452777777777779
2022-11-28,5.1561111111111115
2022-11-29,5.691666666666666
2022-11-30,5.491666666666666
2022-12-01,6.991944444444444
2022-12-02,5.478888888888889
2022-12-05,7.0
2022-12-06,5.522222222222222
2022-12-07,6.668333333333333
2022-12-08,6.166944444444445
2022-12-09,6.335555555555556
2022-12-12,4.968055555555556
2022-12-13,4.751944444444445
2022-12-14,5.414722222222222
2022-12-15,6.0536111111111115
2022-12-16,5.107777777777778
2022-12-19,3.8233333333333333
2022-12-20,6.970833333333333
2022-12-21,7.000555555555556
2022-12-22,5.026111111111111
2022-12-23,6.011111111111111
2022-12-26,4.136666666666667
2022-12-27,3.596388888888889
2022-12-28,14.000833333333333
2022-12-29,11.35527777777778
2022-12-30,9.217500000000001
2023-01-02,7.0
2023-01-03,5.76
2023-01-04,5.291944444444445
2023-01-05,3.4369444444444444
2023-01-06,6.671388888888889
2023-01-10,6.995555555555555
2023-01-11,7.0
2023-01-12,7.0
2023-01-13,7.0
2023-01-16,2.3516666666666666
2023-01-17,7.0
2023-01-18,6.2747222222222225
2023-01-19,7.0
2023-01-20,7.000277777777778
2023-01-23,3.2891666666666666
2023-01-24,6.476388888888889
2023-01-25,6.893055555555556
2023-01-26,4.036111111111111
2023-01-27,6.118888888888889
2023-01-30,7.000555555555556
2023-01-31,7.0
2023-02-01,7.000277777777778
2023-02-02,7.0
2023-02-03,5.684166666666667
2023-02-06,7.000277777777778
2023-02-07,7.000555555555556
2023-02-08,7.000277777777778
2023-02-09,6.608333333333333
2023-02-10,6.127777777777778
2023-02-13,6.059166666666667
2023-02-14,7.000277777777778
2023-02-15,7.000277777777778
2023-02-16,6.233888888888889
2023-02-17,4.48
2023-02-20,4.811111111111111
2023-02-21,5.98
2023-02-22,7.0
2023-02-23,5.942777777777778
2023-02-24,5.489722222222222
2023-02-27,6.445
2023-02-28,6.614444444444445
2023-03-01,6.905833333333334
2023-03-02,6.490555555555556
2023-03-03,5.625833333333333
2023-03-06,7.0
2023-03-07,6.636111111111111
2023-03-08,6.270277777777777
2023-03-09,6.048611111111111
2023-03-10,5.373611111111111
2023-03-12,6.091944444444445
2023-03-14,5.504444444444444
2023-03-15,5.500555555555556
2023-03-16,3.1819444444444445
2023-03-19,7.0
2023-03-20,7.000555555555556
2023-03-21,7.0
2023-03-23,5.728611111111111
2023-03-24,5.483333333333333
2023-03-26,7.000555555555556
2023-03-27,7.000277777777778
2023-03-28,6.868333333333333
2023-03-29,7.000555555555556
2023-03-31,5.911944444444444
2023-04-02,6.991388888888889
2023-04-03,7.0
2023-04-04,7.000555555555556
2023-04-05,7.000277777777778
2023-04-07,5.683611111111111
2023-04-10,12.710833333333333
2023-04-11,7.0
2023-04-12,7.000277777777778
2023-04-13,1.4094444444444445
2023-04-14,5.291111111111111
2023-04-16,7.000277777777778
2023-04-18,12.765555555555554
2023-04-19,3.171388888888889
2023-04-20,10.810277777777777
2023-04-23,6.880277777777778
2023-04-25,10.473333333333333
2023-04-26,7.000277777777778
2023-04-27,2.0608333333333335
2023-04-28,4.381388888888889
2023-05-01,12.739444444444445
2023-05-02,6.0841666666666665
2023-05-04,5.343611111111111
2023-05-05,5.086111111111111
2023-05-07,6.361111111111111
2023-05-08,6.984444444444445
2023-05-09,6.3372222222222225
2023-05-10,7.0
2023-05-12,5.61
2023-05-14,0.2852777777777778
2023-05-15,12.408055555555556
2023-05-16,6.392222222222222
2023-05-17,6.913333333333333
2023-05-18,7.000555555555556
2023-05-22,5.520833333333334
