Date,Total Value
2023-08-21,6.456944444444445
2023-08-22,7.009166666666666
2023-08-23,7.602222222222222
2023-08-24,7.551111111111111
2023-08-25,7.736111111111111
2023-08-26,6.171111111111111
2023-08-27,5.921388888888889
2023-08-28,6.5475
2023-08-29,7.750555555555556
2023-08-30,7.5458333333333325
2023-08-31,6.703611111111111
2023-09-01,6.704444444444444
2023-09-03,7.470555555555555
2023-09-04,7.401388888888889
2023-09-05,7.478055555555555
2023-09-06,7.456111111111111
2023-09-07,7.724444444444444
2023-09-08,6.778611111111111
2023-09-09,7.75
2023-09-10,7.181666666666667
2023-09-11,7.095277777777778
2023-09-12,7.2875
2023-09-13,6.890833333333334
2023-09-14,7.559722222222223
2023-09-15,6.101388888888889
2023-09-16,6.412222222222222
2023-09-17,5.680555555555555
2023-09-18,7.12388888888889
2023-09-19,6.672777777777777
2023-09-20,7.416388888888889
2023-09-21,7.7444444444444445
2023-09-22,6.989444444444444
2023-09-23,6.091944444444445
2023-09-24,6.868055555555556
2023-09-25,7.386111111111111
2023-09-26,6.775277777777778
2023-09-27,7.719444444444444
2023-09-28,7.596388888888889
2023-09-29,6.2572222222222225
2023-09-30,7.3677777777777775
2023-10-01,5.691111111111112
2023-10-02,6.346111111111111
2023-10-03,7.128055555555555
2023-10-04,7.168611111111112
2023-10-05,6.9383333333333335
2023-10-06,7.309444444444445
2023-10-07,6.575
2023-10-08,5.366388888888889
2023-10-09,6.336111111111111
2023-10-10,7.748611111111111
2023-10-11,7.207777777777777
2023-10-12,6.792777777777777
2023-10-13,5.689444444444444
2023-10-14,4.396111111111111
2023-10-15,5.330277777777778
2023-10-16,7.543333333333333
2023-10-17,6.793611111111111
2023-10-18,6.8902777777777775
2023-10-19,6.39861111111111
2023-10-20,6.243055555555555
2023-10-21,6.454444444444444
2023-10-22,6.584444444444444
2023-10-23,6.976666666666667
2023-10-24,7.044444444444444
2023-10-25,7.560555555555555
2023-10-26,7.028888888888889
2023-10-27,5.900277777777777
2023-10-28,6.253888888888889
2023-10-29,5.326944444444445
2023-10-30,6.784722222222222
2023-10-31,7.426666666666667
2023-11-01,7.335277777777778
2023-11-02,7.104444444444445
2023-11-03,6.756666666666667
2023-11-04,6.231944444444444
2023-11-05,8.35388888888889
2023-11-06,7.416666666666666
2023-11-07,7.747777777777777
2023-11-08,7.7475
2023-11-09,7.408611111111111
2023-11-10,6.345000000000001
2023-11-11,5.570277777777777
2023-11-12,6.006944444444445
2023-11-13,7.714722222222223
2023-11-14,7.542777777777777
2023-11-15,7.121944444444444
2023-11-16,7.6161111111111115
2023-11-17,7.052222222222222
2023-11-18,5.4319444444444445
2023-11-19,6.401944444444444
2023-11-20,5.617222222222222
2023-11-21,5.861944444444445
2023-11-22,5.8294444444444435
2023-11-23,6.401111111111112
2023-11-24,7.364444444444445
2023-11-25,6.264722222222223
2023-11-26,6.672777777777778
2023-11-27,6.5975
2023-11-28,6.545277777777778
2023-11-29,7.307222222222222
2023-11-30,7.067777777777778
2023-12-01,6.274166666666667
2023-12-02,5.710833333333333
2023-12-03,5.583611111111112
2023-12-04,6.944444444444444
2023-12-05,7.481666666666667
2023-12-06,7.078611111111111
2023-12-07,6.963611111111111
2023-12-08,7.021111111111111
2023-12-09,5.7075000000000005
2023-12-10,6.305
2023-12-11,6.4991666666666665
2023-12-12,6.253333333333333
2023-12-13,6.922499999999999
2023-12-14,6.525
2023-12-15,6.496944444444445
2023-12-16,5.881944444444445
2023-12-17,5.3405555555555555
2023-12-18,11.272777777777778
2023-12-19,5.266388888888889
2023-12-20,5.989444444444445
2023-12-21,6.056111111111111
2023-12-22,6.2972222222222225
